item;description;procedure;units;units_specification;value_cent;anaesthetic_units;anaesthetic_units_specification;anaesthetic_value_cent;category;sub_category;sub_sub_category;sub_sub_sub_category;note;tariff
410;Facial manipulation;;2000;;20900;0;;0;MANIPULATION/MOBILISATION OF JOINTS OR IMMOBILISATION;;;;;namaf_physio_2021
411;Visceral manipulation;;2000;;20900;0;;0;MANIPULATION/MOBILISATION OF JOINTS OR IMMOBILISATION;;;;;namaf_physio_2021
501;Rehabilitation where the pathology requires the undivided attention of the physiotherapist. Rule 008 does not apply;;2500;;26120;0;;0;REHABILITATION;;;;;namaf_physio_2021
502;Hydrotherapy where the pathology requires the undivided attention of the physiotherapist. Rule 008 does not apply;;2500;;26120;0;;0;REHABILITATION;;;;;namaf_physio_2021
503;Rehabilitation for Central Nervous System disorders - condition to be clearly stated and fully documented (No other treatment modality may be charged in conjunction with this);;5500;;57470;0;;0;REHABILITATION;;;;;namaf_physio_2021
504;EMG Biofeedback treatment;;2000;;20900;0;;0;REHABILITATION;;;;;namaf_physio_2021
505;Group rehabilitation. Treatment of a patient with disabling pathology in an appropriate facility requiring specific equipment and supervision, without individual attention for the whole treatment session, in accredited venue only and no charge may be levied by facility;;3500;;36580;0;;0;REHABILITATION;;;;;namaf_physio_2021
506;Stress management;;0;;0;0;;0;REHABILITATION;;;;;namaf_physio_2021
507;Respiratory Re-education and Training;;2211;;23110;0;;0;REHABILITATION;;;;;namaf_physio_2021
508;Hourly rehabilitation facility fee;;0;;0;0;;0;REHABILITATION;;;;;namaf_physio_2021
701;Evaluation/counselling at the first visit only (to be fully documented);;1500;;15670;0;;0;EVALUATION;;;;;namaf_physio_2021
702;Complex evaluation/counselling at the first visit only (to be fully documented);;3000;;31340;0;;0;EVALUATION;;;;;namaf_physio_2021
703;One complete re-assessment of a patient's condition during the course of treatment, and/or counselling of the patient or his family;;1500;;15670;0;;0;EVALUATION;;;;;namaf_physio_2021
704;Lung function: Peak flow (once per treatment);;504;;5270;0;;0;EVALUATION;;;;;namaf_physio_2021
705;Computerised/Electronic test for lung pathology;;1500;;15670;0;;0;EVALUATION;;;;;namaf_physio_2021
707;Physical Performance test. Must be fully documented;;0;;0;0;;0;EVALUATION;;;;;namaf_physio_2021
801;Electrical test for diagnostic purposes (including IT curve and Isokinetic tests) for a specific medical condition;;3500;;36580;0;;0;EVALUATION;;;;;namaf_physio_2021
803;Effort test - multistage treadmill;;3500;;36580;0;;0;EVALUATION;;;;;namaf_physio_2021
901;Treatment at a nursing home: Relevant fee plus (to be charged only once per day and not with every hospital visit;;1004;;10490;0;;0;VISITING CODES;;;;;namaf_physio_2021
903;Domicilliary treatments: Relevant fee plus;;2000;;20900;0;;0;VISITING CODES;;;;;namaf_physio_2021
117;Appointment not kept (medical aid funds will not necessarily grant benefits in respect of this item, it will fall into the 'By arrangement with the fund' or 'Patient own account' category);;0;;0;0;;0;OTHER;;;;;namaf_physio_2021
937;Bird or equivalent freestanding nebuliser excluding oxygen at hospital per day;;2009;;20990;0;;0;OTHER;;;;;namaf_physio_2021
938;Bird or equivalent freestanding nebuliser excluding oxygen domicilliary per day;;2009;;20990;0;;0;OTHER;;;;;namaf_physio_2021
939;Cost of material: Single items below N$ 3576.10 plus VAT may be charged for at cost price plus 20%;;0;;0;0;;0;OTHER;;;;;namaf_physio_2021
940;Cost of appliances: Single items below N$ 3576.10 plus VAT may be charged for at cost price plus 20%;;0;;0;0;;0;OTHER;;;;;namaf_physio_2021
46;Where in the treatment of a specific fracture or dislocation (compound or closed) an initial procedure is followed within one month by an open reduction, internal fixation, external skeletal fixation or bone grafting on the same bone, the fee for the initial treatment of that fracture or dislocation shall be reduced by 50%. Please note: This reduction does not include the assistant's fee or after-hours levy where applicable. After one month, a full fee as for the initial treatment, is applicable;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
47;A fracture NOT requiring reduction shall be charged on a fee per service basis;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
48;Where in the treatment of a fracture or dislocation an initial closed reduction is followed within one month by further closed reductions under general anaesthesia, the fee for such subsequent reductions will be 27,00 clinical procedure units (not including after-care);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
49;Except where otherwise specified, in cases of compound fractures, 77,00 clinical procedure units (specialists) and 51,00 clinical procedure units (general practitioners) are to be added to the units for the fractures including debridement;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
50;In cases of a compound fracture where a debridement is followed by internal fixation (excluding fixation with Kirschner wires), the full amount according to either modifier 0049 or 0051 may be  added to the fee for the procedure involved, plus half of the amount according to the second modifier (either 0049 or 0051 as applicable);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
51;Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting: Specialists add 77,00 clinical procedure units. General practitioners add 51,00 clinical procedure units.;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
53;"Fracture requiring percutaneous internal fixation [insertion and removal of fixatives (wires) in respect of fingers and toes included]: Specialists add 32,00 clinical procedure units; general practitioners add 21,00 clinical procedure units";Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
55;Dislocation requiring open reduction: Units for the specific joint plus 77,00 clinical procedure units for specialists. General practitioners add 51,00 clinical procedure units;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
57;Multiple procedures on feet: In multiple procedures on feet, fees for the first foot are calculated according to modifier 0005: Multiple procedures/operations under the same anaesthetic. Calculate fees for the second foot in the same way, reduce the total to 75% and add to the total for the first foot;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
58;Revision operation for total joint replacement and immediate resubstitution (infected or non-infected): per fee for total joint replacement + 100%;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;;;;;namaf_orthopaedic_surgeons_2020
61;In cases of combined procedures on the spine, both the orthopaedic surgeon and the neurosurgeon are entitled to the full fee for the relevant part of the operation performed;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING COMBINED PROCEDURES ON THE SPINE;;;;namaf_orthopaedic_surgeons_2020
63;Where two specialists work together on a replantation procedure, each shall be entitled to two-thirds of the fee for the procedure;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SUBSECTION REPLANTATION OPERATION;;;;namaf_orthopaedic_surgeons_2020
64;Where the replantation is unsuccessful, no further surgical fee is payable for amputation of the non-viable parts;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SUBSECTION REPLANTATION OPERATION;;;;namaf_orthopaedic_surgeons_2020
65;Additional operative procedures by same surgeon (other than the first two items listed under this heading) within a period of 12 months: 75% of scheduled fee for the lesser procedure, except where otherwise specified elsewhere;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER: SECTION SPINAL DEFORMITIES;;;;namaf_orthopaedic_surgeons_2020
66;Where microsurgical techniques are used, with the aid of a microscope 25% may be added to the fee;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER: MICROSURGERY OF THE FALLOPIAN-TUBES AND OVARIES;;;;namaf_orthopaedic_surgeons_2020
67;Microsurgery of the larynx: To the fee of the operation performed add 25%;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING THE SECTION LARYNX;;;;namaf_orthopaedic_surgeons_2020
69;When endoscopic instruments are used during intranasal surgery: Add 10% of the fee of the procedure performed. Only applicable to items 1025, 1027, 1030, 1033, 1035, 1036, 1039, 1047, 1054 and 1083;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING NASAL SURGERY;;;;namaf_orthopaedic_surgeons_2020
70;Add 45,00 clinical procedure units to procedure(s) performed through a thorascope;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING OPEN PROCEDURE(S) WHEN PERFORMED THROUGH A THORASCOPE;;;;namaf_orthopaedic_surgeons_2020
72;The number of tests in a single case is restricted to two (2) per diagnosis. Tests are not justified in cases of uncomplicated varicose veins;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING NON-INVASIVE PERIPHERAL VASCULAR TESTS;;;;namaf_orthopaedic_surgeons_2020
73;When item 1288: Paediatric cardiac catheterisation or item 1289: Paediatric cardiac catheterisation: Infants below the age of one year, was performed by paediatric cardiologists ('33'): fee for procedure + 100%;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;"MODIFIER GOVERNING PAEDIATRIC CARDIAC CATHETERISATION BY PAEDIATRIC CARDIOLOGISTS WITH A ""33"" PRACTICE NUMBER";;;;namaf_orthopaedic_surgeons_2020
74;"Endoscopic procedures performed with own equipment: The basic procedure fee plus 33.33% (1/3) of that fee (""+"" codes excluded) will apply where endoscopic procedures are performed with own equipment";Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING GASTROENTEROLOGY PROCEDURES;;;;namaf_orthopaedic_surgeons_2020
75;Endoscopic procedures performed in own procedure room: The fee plus 21,00 clinical procedure units will apply where endoscopic procedures are performed in rooms with own equipment. This fee is chargeable by medical practitioners who own or rent the facility;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING FEES FOR FIBRE OPTIC PROCEDURES;;;;namaf_orthopaedic_surgeons_2020
77;When two separate areas are treated simultaneously for totally different conditions, such treatment shall be regarded as two treatments for which separate fees may be charged. (Only applicable if services are provided by a specialist in physical medicine);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING THE SECTION ON PHYSICAL TREATMENT;;;;namaf_orthopaedic_surgeons_2020
78;When testis biopsy is done combined with vasogram or seminal vesiculogram or epididymogram, add 50% of the units for the appropriate procedure;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER TESTIS AND EPIDIDYMIS;;;;namaf_orthopaedic_surgeons_2020
79;When a first consultation/visit proceeds into, or is immediately followed by a medical psychotherapeutic procedure, fees for the procedure are calculated according to item 2957: Individual psychotherapy (specify type) for a 20-minute session or part thereof, provided that such a part comprises 50% or more of the time of a session;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING THE SECTION MEDICAL PSYCHOTHERAPY;;;;namaf_orthopaedic_surgeons_2020
80;Multiple examinations: Full Fee;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION DIAGNOSTIC RADIOLOGY;;;;namaf_orthopaedic_surgeons_2020
81;Repeat examinations: No reduction;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION DIAGNOSTIC RADIOLOGY;;;;namaf_orthopaedic_surgeons_2020
82;+ Means that this item is complementary to a preceding item and is therefore not subject to reduction;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION DIAGNOSTIC RADIOLOGY;;;;namaf_orthopaedic_surgeons_2020
83;A reduction of 33,33% (1/3) in the fee will apply to radiological examinations as indicated in section 19 where hospital equipment is used;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION DIAGNOSTIC RADIOLOGY;;;;namaf_orthopaedic_surgeons_2020
84;Fixed fee of N$ 101.20 will apply for the first film. The same applies to images captured on CD;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION DIAGNOSTIC RADIOLOGY;;;;namaf_orthopaedic_surgeons_2020
85;Where more than one view is requested by the referring clinician, 50% of the cost of modifier 0084 will apply for each additional film/CD. This excludes undesirable films;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING VASCULAR STUDIES;;;;namaf_orthopaedic_surgeons_2020
86;"Vascular groups: ""Film series"" and ""Introduction of Contrast Media"" are complementary and together constitute a single examination: neither fee is therefore subject to increase in terms of Modifier 0080";Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING VASCULAR STUDIES;;;;namaf_orthopaedic_surgeons_2020
6300;If a procedure lasts less than 30 minutes only 50% of the machine fees for items 3536-3550 will be allowed (specify time of procedure on account);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;Medical Aid Funds reserve the right to request proof of prescription;;;;namaf_orthopaedic_surgeons_2020
6303;When a procedure is performed entirely by a non-radiologist in a facility owned by a radiologist, the radiologist owning the facility may charge 55% of the procedure units used;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;Medical Aid Funds reserve the right to request proof of prescription;;;;namaf_orthopaedic_surgeons_2020
6305;When multiple catheterisation procedures are used (items 3557, 3559, 3560, 3562) and an angiogram investigation is performed at each level, the unit value of each such multiple procedure will be reduced by 20,00 radiological units for each procedure after the initial catheterisation. The first catheterisation is charged at 100% of the unit value;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;Medical Aid Funds reserve the right to request proof of prescription;;;;namaf_orthopaedic_surgeons_2020
160;Aspiration of biopsy procedure performed under direct ultrasonic control by an ultrasonic aspiration biopsy transducer (Static Realtime): Fee for part examined plus 30% of the units;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING ULTRASONIC INVESTIGATIONS;;;;namaf_orthopaedic_surgeons_2020
165;Use of contrast during ultrasound study: add 6.00 ultrasound units;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING ULTRASONIC INVESTIGATIONS;;;;namaf_orthopaedic_surgeons_2020
5104;Ultrasound in pregnancy, multiple gestation, after twenty weeks: add 30%;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING ULTRASONIC INVESTIGATIONS;;;;namaf_orthopaedic_surgeons_2020
6303;When a procedure is performed entirely by a non-radiologist in a facility owned by a radiologist, the radiologist owning the facility may charge 55% of the procedure units used;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING INTERVENTIONAL RADIOLOGICAL PROCEDURES;;;;namaf_orthopaedic_surgeons_2020
6305;When multiple catheterisation procedures are used (items 3557, 3559, 3560, 3562) and an angiogram investigation is performed at each level, the unit value of each such multiple procedure will be reduced by 20,00 radiological units for each procedure after the initial catheterisation. The first catheterisation is charged at 100% of the unit value;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIER GOVERNING INTERVENTIONAL RADIOLOGICAL PROCEDURES;;;;namaf_orthopaedic_surgeons_2020
97;Where items under Pathology and Anatomical Pathology fall within the province of other specialists or general practitioners, the fee is to be charged at two-thirds of the pathologist's fee;Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING THE SECTION PATHOLOGY;;;;namaf_orthopaedic_surgeons_2020
91;Diagnostic services rendered to hospital inpatients: Quote modifier 0091 on all accounts for diagnostic services (e.g. X-rays and pathology tests) performed on patients officially admitted to hospital or day clinic (Refer to Rule XX);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING DIAGNOSTIC SERVICES;;;;namaf_orthopaedic_surgeons_2020
92;Diagnostic services rendered to outpatients: Quote modifier 0092 on all accounts for diagnostic services (e.g. X-rays and pathology tests) performed on patients NOT officially admitted to hospital or day clinic (could be within the confines of a hospital) (Refer to Rule YY);Modifier;0;;0;0;;0;MUSCULO-SKELETAL SYSTEM;MODIFIERS GOVERNING DIAGNOSTIC SERVICES;;;;namaf_orthopaedic_surgeons_2020
101;At Doctors rooms or home;;1748;;41450;0;;0;FIRST CONSULTATIONS: NORMAL HOURS;;;;;namaf_orthopaedic_surgeons_2020
102;Pre-anaesthetic assessment of patient in ward or Doctor’s rooms (includes emergency cases where doctor does not travel): Includes the interpretation of an ECG and/or lung function test;;0;;0;0;;0;FIRST CONSULTATIONS: NORMAL HOURS;;;;;namaf_orthopaedic_surgeons_2020
103;Away from doctor's rooms;;2200;;52160;0;;0;FIRST CONSULTATIONS: NORMAL HOURS;;;;;namaf_orthopaedic_surgeons_2020
104;Emergency attendance where doctor does not travel (all hours) (not applicable to General Medical Practices where a General Medical Practitioner is on duty for 24-hours per day offering 24 hour services) - See General Rule B;;2400;;56900;0;;0;EMERGENCY VISIT - See General Rule B;;;;;namaf_orthopaedic_surgeons_2020
105;Pre-anaesthetic assessment of patient inside theatre suite (includes emergency cases where doctor does not travel): Includes the interpretation of an ECG and/or lung function test;;0;;0;0;;0;FIRST CONSULTATIONS: NORMAL HOURS;;;;;namaf_orthopaedic_surgeons_2020
106;Emergency attendance at General Medical Practices where a General Medical Practitioner is on duty for 24-hours per day offering 24 hour services (all hours) - See General Rule B;;2700;;64020;0;;0;EMERGENCY VISIT - See General Rule B;;;;;namaf_orthopaedic_surgeons_2020
107;Exclusive attendance to baby at caesarean section, normal delivery or visit in the ward;;3300;;78900;0;;0;FIRST CONSULTATIONS: NORMAL HOURS;;;;;namaf_orthopaedic_surgeons_2020
108;Subsequent consultation/visit at rooms (once per 24-hour period);;1200;;28460;0;;0;SUBSEQUENT CONSULTATIONS OR VISITS within 4 months for the same condition (See Rule A);;;;;namaf_orthopaedic_surgeons_2020
109;Hospital follow-up visit to patient in ward or nursing facility (once per 24-hour period);;1000;;23710;0;;0;SUBSEQUENT CONSULTATIONS OR VISITS within 4 months for the same condition (See Rule A);;;;;namaf_orthopaedic_surgeons_2020
112;At patient's residence: All hours (once per 24-hour period);;1700;;40310;0;;0;SUBSEQUENT CONSULTATIONS OR VISITS within 4 months for the same condition (See Rule A);;;;;namaf_orthopaedic_surgeons_2020
113;Emergency attendance to newborn at all hours - See General Rule B;;4500;;107600;0;;0;EMERGENCY VISIT - See General Rule B;;;;;namaf_orthopaedic_surgeons_2020
